"jmdict_seq","kanji","kana","waller_definition","origin","original"
1202150,,"みんな","everyone","waller",
1202150,,"みんな","everyone","jmdict","みんな"
1202150,,"みな","everyone","jmdict","みんな"
1561470,"六日","むいか","six days, sixth day of the month","waller",
1561470,"六日","むゆか","six days, sixth day of the month","jmdict","むいか"
1561470,"六日","むよか","six days, sixth day of the month","jmdict","むいか"
1561470,"６日","むいか","six days, sixth day of the month","jmdict","六日"
1561470,"６日","むゆか","six days, sixth day of the month","jmdict","六日"
1561470,"６日","むよか","six days, sixth day of the month","jmdict","六日"
1277140,"向こう","むこう","over there","waller",
1460850,"難しい","むずかしい","difficult","waller",
1460850,"難しい","むつかしい","difficult","jmdict","むずかしい"
1460850,,"むずかしい","difficult","jmdict","難しい"
1460850,,"むつかしい","difficult","jmdict","難しい"
1585315,"六つ","むっつ","six","waller",
1585315,"六つ","むつ","six","jmdict","むっつ"
1585315,"６つ","むっつ","six","jmdict","六つ"
1585315,"６つ","むつ","six","jmdict","六つ"
1406820,"村","むら","village","waller",
1406820,"村","そん","village","jmdict","むら"
1604890,"目","め","eye","waller",
1604890,,"め","eye","jmdict","目"
1132570,,"メートル","metre","waller",
1132570,,"メートル","metre","jmdict","メートル"
1577670,"眼鏡","めがね","glasses","waller",
1577670,,"めがね","glasses","jmdict","眼鏡"
1577670,,"がんきょう","glasses","jmdict","眼鏡"
1577670,"眼鏡","がんきょう","glasses","jmdict","めがね"
1577670,,"メガネ","glasses","jmdict","眼鏡"
1012480,,"もう","already","waller",
1012480,,"もー","already","jmdict","もう"
2005860,"もう一度","もういちど","again","waller",
2005860,"もう１度","もういちど","again","jmdict","もう一度"
1534890,"木曜日","もくようび","Thursday","waller",
1315720,"持つ","もつ","to hold","waller",
1012620,,"もっと","more","waller",
1502390,"物","もの","thing","waller",
1502390,,"もの","thing","jmdict","物"
1502390,"物","もん","thing","jmdict","もの"
1502390,,"もん","thing","jmdict","物"
1584800,"門","もん","gate","waller",
1584800,"門","かど","gate","jmdict","もん"
1536010,"問題","もんだい","problem","waller",
1476960,"八百屋","やおや","greengrocer","waller",
1537370,"野菜","やさい","vegetable","waller",
1157000,"易しい","やさしい","easy, simple","waller",
1157000,,"やさしい","easy, simple","jmdict","易しい"
1153670,"安い","やすい","cheap","waller",
1153670,,"やすい","cheap","jmdict","安い"
1227500,"休み","やすみ","rest,holiday","waller",
1227560,"休む","やすむ","to rest","waller",
1583095,"八つ","やっつ","eight","waller",
1583095,"八つ","やつ","eight","jmdict","やっつ"
1583095,"８つ","やっつ","eight","jmdict","八つ"
1583095,"８つ","やつ","eight","jmdict","八つ"
1302680,"山","やま","mountain","waller",
1012980,"遣る","やる","to do","waller",
1012980,,"やる","to do","jmdict","遣る"
1542790,"夕方","ゆうがた","evening","waller",
1542790,"夕がた","ゆうがた","evening","jmdict","夕方"
1584910,"夕飯","ゆうはん","dinner","waller",
1584910,"夕飯","ゆうめし","dinner","jmdict","ゆうはん"
1542430,"郵便局","ゆうびんきょく","post office","waller",
1542640,"昨夜","ゆうべ","last night","waller",
1542640,,"ゆうべ","last night","jmdict","昨夜"
1542640,"昨夜","さくや","last night","jmdict","ゆうべ"
1542640,"昨夜","ゆんべ","last night","jmdict","ゆうべ"
1541620,"有名","ゆうめい","famous","waller",
1386500,"雪","ゆき","snow","waller",
1578850,"行く","ゆく","to go","waller",
1013050,,"ゆっくり","slowly","waller",
1476920,"八日","ようか","eight days, eighth day of the month","waller",
1476920,"８日","ようか","eight days, eighth day of the month","jmdict","八日"
1546020,"洋服","ようふく","western-style clothes","waller",
1605870,"良く","よく","often, well","waller",
1605870,,"よく","often, well","jmdict","良く"
1180570,"横","よこ","beside,side,width","waller",
1180570,,"ヨコ","beside,side,width","jmdict","横"
1307320,"四日","よっか","four days, fouth day of the month","waller",
1307320,"４日","よっか","four days, fouth day of the month","jmdict","四日"
1307040,"四つ","よっつ","four","waller",
1307040,"四つ","よつ","four","jmdict","よっつ"
1307040,"４つ","よっつ","four","jmdict","四つ"
1307040,"４つ","よつ","four","jmdict","四つ"
1266440,"呼ぶ","よぶ","to call out,to invite","waller",
1266440,,"よぶ","to call out,to invite","jmdict","呼ぶ"
1456360,"読む","よむ","to read","waller",
1536350,"夜","よる","evening,night","waller",
1536350,"夜","よ","evening,night","jmdict","よる"
1324520,"弱い","よわい","weak","waller",
1547900,"来月","らいげつ","next month","waller",
1548010,"来週","らいしゅう","next week","waller",
1548220,"来年","らいねん","next year","waller",
1138860,,"ラジオ","radio","waller",
1138860,,"ラヂオ","radio","jmdict","ラジオ"
1138960,,"ラジカセ","radio cassette player","waller",
1138900,,"ラジオカセット","radio cassette player","waller",
1138900,,"ラジオ・カセット","radio cassette player","jmdict","ラジオカセット"
1551790,"立派","りっぱ","splendid","waller",
1552750,"留学生","りゅうがくせい","overseas student","waller",
1602710,"両親","りょうしん","both parents","waller",
1602710,"両親","ふたおや","both parents","jmdict","りょうしん"
1554310,"料理","りょうり","cuisine","waller",
1553170,"旅行","りょこう","travel","waller",
1557630,"零","れい","zero","waller",
1557630,"０","れい","zero","jmdict","零"
1557630,"〇","れい","zero","jmdict","零"
1557110,"冷蔵庫","れいぞうこ","refrigerator","waller",
1144940,,"レコード","record","waller",
1145310,,"レストラン","restaurant","waller",
1559160,"練習","れんしゅう","to practice","waller",
1560670,"廊下","ろうか","corridor","waller",
1585310,"六","ろく","six","waller",
1585310,"六","む","six","jmdict","ろく"
1585310,"六","むう","six","jmdict","ろく"
1585310,"６","ろく","six","jmdict","六"
1585310,"６","む","six","jmdict","六"
1585310,"６","むう","six","jmdict","六"
1585310,,"ろく","six","jmdict","六"
1585310,,"む","six","jmdict","六"
1585310,,"むう","six","jmdict","六"
1148640,,"ワイシャツ","business shirt","waller",
1148640,"Ｙシャツ","ワイシャツ","business shirt","jmdict","ワイシャツ"
1324300,"若い","わかい","young","waller",
1606560,"分かる","わかる","to be understood","waller",§
1606560,,"わかる","to be understood","jmdict","分かる"
1606560,"分る","わかる","to be understood","jmdict","分かる"
1519210,"忘れる","わすれる","to forget","waller",
2842390,"私","わたくし","(humble) I,myself","waller",
1311110,"私","わたし","I,myself","waller",
1444610,"渡す","わたす","to hand over","waller",
1444680,"渡る","わたる","to go across","waller",
1444680,,"わたる","to go across","jmdict","渡る"
1151260,"悪い","わるい","bad","waller",
1151260,,"わるい","bad","jmdict","悪い"
1013190,,"より","Used for comparison.","waller",
1516930,"方","ほう","Used for comparison.","waller",
1000420,,"あの","that,those,the","waller",
1000420,,"あの","that,those,the","jmdict",
