"jmdict_seq","kanji","kana","waller_definition","origin","original"
1421970,"遅い","おそい","late,"kanji","waller",
1421970,"晩い","おそい","late,"kanji","jmdict","遅い"
1002430,"御茶","おちゃ","green tea","kanji","お茶"
1002100,"お手洗い","おてあらい","bathroom","kanji",
1002590,"御父さん","おとうさん","(honorable) father","kanji","お父さん"
1002590,"御父さん","おとっさん","(honorable) father","kanji","お父さん"
1576050,"一昨日","おととい","day before yesterday","kanji",
1576050,"一昨日","おとつい","day before yesterday","kanji","おととい"
1576060,"一昨年","おととし","year before last","kanji",
1002610,"御腹","おなか","stomach","kanji","おなか"
1002610,"御中","おなか","stomach","kanji","おなか"
1001830,"御兄さん","おにいさん","(honorable) older brother","kanji","お兄さん"
1001990,"御姉さん","おねえさん","(honorable) older sister","kanji","お姉さん"
1002330,"御祖母さん","おばあさん","grandmother,"kanji","jmdict","おばあさん"
1206050,"覚える","おぼえる","to remember","kanji",
1174340,"泳ぐ","およぐ","to swim","kanji",
1589500,"降りる","おりる","to get off,"kanji","waller",
1512130,"返す","かえす","to return something","kanji",
1512130,"反す","かえす","to return something","kanji","返す"
1207590,"掛かる","かかる","to take time or money","kanji",
1207590,"掛る","かかる","to take time or money","kanji","掛かる"
1207610,"掛ける","かける","to call by phone","kanji",
1192280,"家庭","かてい","Household","kanji",
1577200,"可愛い","かわゆい","Cute","kanji","かわいい"
1350040,"消える","きえる","to disappear","kanji",
1579260,"昨日","きのう","Yesterday","kanji",
1579260,"昨日","さくじつ","Yesterday","kanji","きのう"
1042650,"キロ米","キロメートル","Kilometer","kanji","キロメートル"
1042650,"キロ米","キロメイトル","Kilometer","kanji","キロメートル"
1538160,"薬","くすり","medicine","kanji",
1193060,"果物","くだもの","Fruit","kanji",
1193060,"果物","かぶつ","Fruit","kanji","くだもの"
1246700,"靴","くつ","Shoes","kanji",
1246740,"靴下","くつした","Socks","kanji",
1154330,"暗い","くらい","Gloomy","kanji",
1252330,"警官","けいかん","policeman","kanji",
1350110,"消す","けす","to erase,"kanji","waller",
1273270,"公園","こうえん","Park","kanji",
1592970,"交差点","こうさてん","intersection","kanji",
1272500,"交番","こうばん","police box","kanji",
1380440,"声","こえ","Voice","kanji",
1264540,"言葉","ことば","word,"kanji","waller",
1264540,"言葉","けとば","word,"kanji","jmdict","ことば"
1264540,"辞","ことば","word,"kanji","jmdict","言葉"
1307850,"子供","こども","Child","kanji",
1307850,"小供","こども","Child","kanji","子供"
1270590,"御飯","ごはん","cooked rice,"kanji","waller",
1289590,"困る","こまる","to be worried","kanji",
1289470,"今晩","こんばん","this evening","kanji",
1291330,"差す","さす","to stretch out hands,"kanji","waller",
1210360,"寒い","さむい","Cold","kanji",
1210360,"寒い","さぶい","Cold","kanji","さむい"
1579350,"参","さん","Three","kanji","三"
1579350,"参","み","Three","kanji","三"
1303620,"散歩","さんぽ","to stroll","kanji",
1505990,"然し","しかし","However","kanji",
1318970,"辞書","じしょ","Dictionary","kanji",
1381820,"静か","しずか","Quiet","kanji",
1315140,"字引","じびき","Dictionary","kanji",
1315140,"字引き","じびき","Dictionary","kanji","字引"
1436560,"閉まる","しまる","to close,"kanji","waller",
1508590,"閉める","しめる","to close something","kanji",
1337270,"宿題","しゅくだい","homework","kanji",
1420470,"識る","しる","to know","kanji","知る"
1228260,"吸う","すう","to smoke,"kanji","waller",
1277450,"好き","すき","Likeable","kanji",
1430620,"直ぐに","すぐに","Instantly","kanji","すぐに"
1291800,"座る","すわる","to sit","kanji",
2147990,"背","せ","height,"kanji","waller",
1379380,"生徒","せいと","Pupil","kanji",
1382590,"石けん","せっけん","Soap","kanji","石鹸"
1472740,"背広","せびろ","business suit","kanji",
1390980,"洗たく","せんたく","Washing","kanji","洗濯"
1396130,"全部","ぜんぶ","All","kanji",
1006730,"然して","しかして","And","kanji","そして"
1403830,"側","そば","near,"kanji","waller",
1403830,"側","そく","near,"kanji","jmdict","そば"
1403830,"側","はた","near,"kanji","jmdict","そば"
1413660,"大好き","だいすき","to be very likeable","kanji",
1412640,"台所","だいどころ","kitchen","kanji",
1412640,"台所","だいどこ","kitchen","kanji","だいどころ"
1415000,"大変","たいへん","difficult situation","kanji",
1335640,"経","たて","length,"kanji","jmdict","縦"
1548370,"頼む","たのむ","to ask","kanji",
1597150,"煙草","えんそう","tobacco,"kanji","jmdict","たばこ"
1416830,"誰","だれ","who","kanji",
1416830,"誰","だあれ","who","kanji","だれ"
1416830,"誰","た","who","kanji","だれ"
1416840,"誰か","だれか","somebody","kanji",
1158880,"違う","ちがう","to differ","kanji",
1163940,"鳥渡","ちょっと","somewhat","kanji","ちょっと"
1163940,"鳥渡","ちょと","somewhat","kanji","ちょっと"
1483740,"疲れる","つかれる","to get tired","kanji",
1316380,"次","つぎ","next","kanji",
1495770,"付ける","つける","to turn on","kanji",
1240825,"勤める","つとめる","to work for someone","kanji",
1556730,"冷たい","つめたい","cold to the touch","kanji",
1556730,"冷たい","つべたい","cold to the touch","kanji","つめたい"
1177800,"遠い","とおい","far","kanji",
1577140,"何処","いずこ","where","kanji","どこ"
1577140,"何処","いずく","where","kanji","どこ"
1577140,"何処","いづこ","where","kanji","どこ"
1577140,"何処","いどこ","where","kanji","どこ"
1577140,"何所","どこ","where","kanji","どこ"
1577140,"何所","いどこ","where","kanji","どこ"
1343100,"所","ところ","place","kanji",
1343100,"所","とこ","place","kanji","ところ"
1343100,"処","ところ","place","kanji","所"
1468060,"歳","とし","year","kanji","年"
1429700,"飛ぶ","とぶ","to fly,"kanji","waller",
1310620,"留まる","とまる","to come to a halt","kanji","止まる"
1310620,"留る","とまる","to come to a halt","kanji","止まる"
1540170,"友達","ともだち","friend","kanji",
1326980,"取る","とる","to take something","kanji",
1532870,"鳴く","なく","animal noise. to chirp,"kanji","waller",
1529530,"失くす","なくす","to lose something","kanji","無くす"
1508380,"列ぶ","ならぶ","to line up,"kanji","jmdict","並ぶ"
1436130,"庭","にわ","garden","kanji",
1467640,"猫","ねこ","cat","kanji",
1360010,"寝る","ねる","to go to bed,"kanji","waller",
1352570,"登る","のぼる","to climb","kanji",
1355120,"乗る","のる","to get on,"kanji","waller",
1313000,"歯","は","tooth","kanji",
1546590,"葉書","はがき","postcard","kanji",
1546590,"葉書き","はがき","postcard","kanji","葉書"
1585650,"箱","はこ","box","kanji",
1342540,"初め","はじめ","beginning","kanji",
1342550,"初めて","はじめて","for the first time","kanji",
1600790,"二十歳","はたち","20 years old,"kanji","waller",
1600790,"２０歳","はたち","20 years old,"kanji","jmdict","二十歳"
1451150,"働く","はたらく","to work","kanji",
1404975,"速い","はやい","quick","kanji",
1376460,"晴れ","はれ","clear weather","kanji",
1376460,"晴","はれ","clear weather","kanji","晴れ"
1376470,"晴れる","はれる","to be sunny","kanji",
1482110,"晩","ばん","evening","kanji",
1482290,"番号","ばんごう","number","kanji",
1601340,"晩御飯","ばんごはん","evening meal","kanji",
1601340,"晩ご飯","ばんごはん","evening meal","kanji","晩御飯"
1601340,"晩ごはん","ばんごはん","evening meal","kanji","晩御飯"
1169250,"引く","ひく","to pull","kanji",
1485470,"飛行機","ひこうき","aeroplane","kanji",
1602340,"昼御飯","ひるごはん","midday meal","kanji",
1370760,"吹く","ふく","to blow","kanji",
1408180,"太い","ふとい","fat","kanji",
1282790,"降る","ふる","to fall,"kanji","waller",
1499320,"部屋","へや","room","kanji",
1512610,"便利","べんり","useful,"kanji","waller",
1547330,"欲しい","ほしい","want","kanji",
1523060,"本当","ほんとう","truth","kanji",
1524730,"毎晩","まいばん","every night","kanji",
1239730,"曲る","まがる","to turn,"kanji","waller",
1580600,"真っ直","まっすぐ","straight ahead,"kanji","jmdict","まっすぐ"
1580600,"真直ぐ","まっすぐ","straight ahead,"kanji","jmdict","まっすぐ"
1401400,"窓","まど","window","kanji",
1454080,"途","みち","street","kanji","道"
1454080,"路","みち","street","kanji","道"
1202170,"皆さん","みなさん","everyone","kanji",
1317170,"耳","みみ","ear","kanji",
1259290,"観る","みる","to see,"kanji","waller",
1202150,"皆","みな","everyone","kanji","みんな"
1202150,"皆んな","みんな","everyone","kanji","みんな"
1277140,"向こう","むこう","over there","kanji",
1460850,"難しい","むずかしい","difficult","kanji",
1460850,"難しい","むつかしい","difficult","kanji","むずかしい"
1132570,"米","メートル","metre","kanji","メートル"
1132570,"米突","メートル","metre","kanji","メートル"
1157000,"易しい","やさしい","easy,"kanji","waller",
1542640,"昨夜","ゆうべ","last night","kanji",
1542640,"昨夜","さくや","last night","kanji","ゆうべ"
1542640,"昨夜","ゆんべ","last night","kanji","ゆうべ"
1386500,"雪","ゆき","snow","kanji",
1605870,"良く","よく","often,"kanji","waller",
1605870,"能く","よく","often,"kanji","jmdict","良く"
1605870,"好く","よく","often,"kanji","jmdict","良く"
1180570,"横","よこ","beside,"kanji",width","waller",
1266440,"呼ぶ","よぶ","to call out,"kanji","waller",
1552750,"留学生","りゅうがくせい","overseas student","kanji",
1602710,"両親","りょうしん","both parents","kanji",
1602710,"両親","ふたおや","both parents","kanji","りょうしん"
1324300,"若い","わかい","young","kanji",
1606560,"解る","わかる","to be understood","kanji","分かる"
1606560,"判る","わかる","to be understood","kanji","分かる"
1519210,"忘れる","わすれる","to forget","kanji",
1444610,"渡す","わたす","to hand over","kanji",
1444680,"渡る","わたる","to go across","kanji",
